bookID,title,isbn,isbn13,language_code,  num_pages,publication_date,publisher
7749,Fear and Loathing in Las Vegas,0446313939,9780446313933,eng,208,1982-12-01T00:00:00,Warner Books
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,0684873168,9780684873169,eng,784,2001-12-04T00:00:00,Simon  Schuster
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,0822013541,9780822013549,eng,72,1980-07-28T00:00:00,Cliffs Notes
7763,The Joy Luck Club,0143038095,9780143038092,eng,288,2006-09-21T00:00:00,Penguin Books
7769,Dr. Seuss's ABC,0679882812,9780679882817,eng,21,1996-11-26T00:00:00,Random House
7772,Dr. Seuss's Sleep Book,0394800915,9780394800912,eng,58,2012-07-24T00:00:00,New York: Random House
7775,Happy Birthday to You!,0394800761,9780394800769,eng,64,1959-08-12T00:00:00,Random House Books for Young Readers
7777,McElligot's Pool,0394800834,9780394800837,eng,64,1947-09-12T00:00:00,Random House Books for Young Readers
7778,The Cat in the Hat,0679891110,9780679891116,eng,61,1997-11-11T00:00:00,Random House Books for Young Readers
7779,Horton Hears a Who!,0679800034,9780679800033,eng,64,1990-10-10T00:00:00,Random House Books for Young Readers
7781,The 500 Hats of Bartholomew Cubbins,039484484X,9780394844848,eng,56,1989-12-09T00:00:00,Random House Books for Young Readers
7783,Oh Say Can You Say?,0007175221,9780007175222,eng,36,2005-11-01T00:00:00,London : Collins  2004.
7784,The Lorax,0679889108,9780679889106,eng,72,1998-02-24T00:00:00,Random House Books for Young Readers
7785,I Can Read With My Eyes Shut!,0007158513,9780007158515,eng,48,2003-05-06T00:00:00,HarperCollinsChildren’sBooks
7786,¡Horton escucha a quién!,1930332351,9781930332355,spa,64,2003-03-01T00:00:00,Lectorum Publications
7788,The Cat in the Hat and Other Dr. Seuss Favorites,0807218731,9780807218730,eng,61,2003-10-14T00:00:00,Listening Library (Audio)
7789,Daisy-Head Mayzie,0679867120,9780679867128,eng,56,1995-01-11T00:00:00,Random House Books for Young Readers
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,1565847040,9781565847040,eng,272,2001-09-01T00:00:00,The New Press
7793,Dr. Seuss's ABC (Book & CD),0375834966,9780375834967,eng,64,2005-01-05T00:00:00,Random House Books for Young Readers
7796,Cattus Petasatus: The Cat in the Hat in Latin,0865164711,9780865164710,lat,75,2005-05-06T00:00:00,Bolchazy-Carducci Publishers
7797,Ten Apples Up On Top!,0007169973,9780007169979,eng,62,2003-08-04T00:00:00,HarperCollinsChildren’sBooks
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,0062516590,9780062516596,eng,262,2001-04-03T00:00:00,HarperOne
7805,Pale Fire,0141185260,9780141185262,eng,246,2000-08-31T00:00:00,Penguin Books Ltd
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,0691089574,9780691089577,eng,320,2001-11-04T00:00:00,Princeton University Press
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,1883011191,9781883011192,eng,916,1996-10-01T00:00:00,Library of America
7811,A Friend of the Earth,0747553467,9780747553465,eng,275,2001-10-08T00:00:00,Bloomsbury Paperbacks
7815,The Year of Magical Thinking,1400078431,9781400078431,eng,227,2007-02-13T00:00:00,Vintage
7821,Seduction and Betrayal: Women and Literature,0940322781,9780940322783,eng,224,2001-08-31T00:00:00,NYRB Classics
7830,After Henry,0679745394,9780679745396,eng,320,1993-04-27T00:00:00,Vintage
7838,O Ano do Pensamento Mágico,8520918867,9788520918869,por,224,2006-05-24T00:00:00,Nova Fronteira
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,0740720120,9780740720123,eng,130,2001-09-06T00:00:00,Andrews McMeel Publishing
7842,Another Day in Cubicle Paradise,0740721941,9780740721946,eng,128,2002-03-01T00:00:00,Andrews McMeel Publishing
7845,Moby Dick,0140620621,9780140620627,eng,536,1994-01-01T00:00:00,Penguin Books/Penguin Popular Classics
7847,Moby-Dick,0142000086,9780142000083,en-US,625,2001-09-01T00:00:00,Penguin Books
7848,Moby-Dick; or  The Whale,067978327X,9780679783275,eng,896,2000-10-10T00:00:00,Modern Library
7849,Moby Dick  or The Whale,0810119110,9780810119116,en-US,573,2001-09-19T00:00:00,Northwestern University Press
7850,The Girl in the Flammable Skirt,0385492162,9780385492164,eng,192,1999-08-17T00:00:00,Anchor
7855,Planet of Slums,1844670228,9781844670222,eng,228,2006-03-01T00:00:00,Verso
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,1859843824,9781859843826,eng,474,2002-06-17T00:00:00,Verso
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,1931859353,9781931859356,eng,240,2006-04-01T00:00:00,Haymarket Books
7865,Days Between Stations,0743265696,9780743265690,eng,256,2005-02-09T00:00:00,Simon & Schuster
7869,The Bourne Identity (Jason Bourne  #1),0752864327,9780752864327,eng,566,2005-03-24T00:00:00,Orion
7881,Little Plum,0140307370,9780140307375,eng,144,1987-08-01T00:00:00,Puffin Books
7890,Betsy's Wedding (Betsy-Tacy  #10),0064405443,9780064405447,en-US,260,1996-03-31T00:00:00,HarperTrophy
7891,Betsy and the Great World (Betsy-Tacy  #9),0064405451,9780064405454,eng,321,1996-03-31T00:00:00,HarperTrophy
7894,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),0064400999,9780064400992,en-US,192,2000-04-05T00:00:00,HarperCollins
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,0971316821,9780971316829,eng,325,2002-12-31T00:00:00,Minnesota Heritage Publishing
7896,Early Candlelight,0873512693,9780873512695,eng,342,1992-08-15T00:00:00,Minnesota Historical Society Press
7898,Betsy and Joe (Betsy-Tacy  #8),006440546X,9780064405461,eng,336,1995-03-31T00:00:00,HarperTrophy
7901,Betsy Was a Junior (Betsy-Tacy  #7),0064405478,9780064405478,en-US,320,1995-03-31T00:00:00,HarperTrophy
7905,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),0690134495,9780690134490,eng,180,1943-01-01T00:00:00,Thomas Y. Crowell Company
7906,Emily of Deep Valley (Deep Valley  #2),0064408582,9780064408585,eng,304,2000-12-31T00:00:00,HarperTrophy
7909,Betsy-Tacy (Betsy-Tacy  #1),0064400964,9780064400961,en-US,144,2007-08-14T00:00:00,HarperCollins
7911,Five Little Peppers and How They Grew (Five Little Peppers  #1),1416916172,9781416916178,eng,352,2006-06-01T00:00:00,Aladdin
7914,Five Little Peppers at School,044040035X,9780440400356,eng,320,1988-01-01T00:00:00,Yearling
7924,All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),0929093097,9780929093093,eng,160,2001-04-01T00:00:00,Taylor Productions Ltd
7926,All-of-a-Kind Family (All-of-a-Kind-Family  #1),0385732953,9780385732956,eng,188,2005-08-23T00:00:00,Delacorte Press
7938,Winter Cottage,0020419708,9780020419709,eng,178,1974-06-01T00:00:00,Atheneum
7946,Eddie's Valuable Property,0688320147,9780688320140,eng,192,1975-03-01T00:00:00,William Morrow & Company
7955,Empire (Empire  #1),0765316110,9780765316110,en-US,352,2006-11-28T00:00:00,Tor Books
7956,Treason,0765309041,9780765309044,eng,288,2006-01-24T00:00:00,Orb Books
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),0765347989,9780765347985,eng,212,2004-09-01T00:00:00,Tor
7958,Sarah (Women of Genesis  #1),0765341174,9780765341174,eng,341,2001-09-17T00:00:00,Forge
7959,Rachel & Leah (Women of Genesis  #3),0765341298,9780765341297,en-GB,368,2005-11-29T00:00:00,Forge Books
7960,How to Write Science Fiction and Fantasy,0898794161,9780898794168,eng,140,1990-07-15T00:00:00,F & W Publications Inc.
7961,Saints,0312876068,9780312876067,eng,608,2001-03-14T00:00:00,Forge Books
7965,Homebody,0061093998,9780061093999,eng,430,1999-01-25T00:00:00,HarperTorch
7966,Rebekah (Women of Genesis  #2),076534128X,9780765341280,eng,416,2012-03-27T00:00:00,Forge
7967,Speaker for the Dead (Ender's Saga  #2),0812550757,9780812550757,eng,382,1994-08-15T00:00:00,Tor Books
7968,Red Prophet (Tales of Alvin Maker  #2),0812524268,9780812524260,en-US,311,1992-07-15T00:00:00,Tor Fantasy
7971,The Call of Earth (Homecoming  #2),0812532619,9780812532616,eng,352,1994-01-15T00:00:00,Tor Books
7972,Shadow of the Hegemon (Shadow  #2),1593974809,9781593974800,eng,13,2006-09-05T00:00:00,Macmillan Audio
7973,Enchantment,0345482409,9780345482402,eng,422,2005-05-31T00:00:00,Del Rey
7974,Voyage of Slaves (Flying Dutchman  #3),0399245499,9780399245497,en-US,356,2006-09-14T00:00:00,Philomel Books
7975,High Rhulain (Redwall  #18),0399242082,9780399242083,eng,341,2005-09-22T00:00:00,Philomel Books
7983,Salamandastron (Redwall  #5),0142501522,9780142501528,en-US,400,2003-09-15T00:00:00,Firebird
7987,The Legend of Luke (Redwall  #12),0142501093,9780142501092,eng,374,2005-06-02T00:00:00,Firebird
7996,Redwall (Redwall  #1),1862301387,9781862301382,eng,352,2006-09-04T00:00:00,Red Fox
7997,Castaways of the Flying Dutchman (Flying Dutchman  #1),0142501182,9780142501184,eng,356,2003-03-31T00:00:00,Firebird
7998,Outcast of Redwall (Redwall  #8),0142401420,9780142401422,en-US,368,2004-05-24T00:00:00,Firebird
8001,Triss (Redwall  #15),0142402486,9780142402481,eng,389,2004-09-09T00:00:00,Firebird
8004,A Redwall Winter's Tale,0142401986,9780142401989,en-US,72,2004-10-21T00:00:00,Puffin
8012,Mr. Impossible,084317420X,9780843174205,eng,32,1998-08-24T00:00:00,Price Stern Sloan
8013,Mr. Christmas,0843121106,9780843121100,eng,40,2006-09-14T00:00:00,Price Stern Sloan
8014,Mr. Bump,0843178388,9780843178388,eng,32,1998-03-23T00:00:00,Price Stern Sloan
8019,Little Miss Birthday,0843121319,9780843121315,eng,32,2007-01-11T00:00:00,Price Stern Sloan
8021,Little Miss Lucky,0843175044,9780843175042,eng,32,1999-11-22T00:00:00,Price Stern Sloan
8023,Mr. Happy,1405211997,9781405211994,eng,36,2004-04-30T00:00:00,Egmont Children's Books
8032,Mr. Jelly and the Pirates,084312492X,9780843124927,eng,32,2007-05-10T00:00:00,Price Stern Sloan
8044,Grandma Baa (Easy Peasy People),0679801243,9780679801245,eng,32,1989-10-14T00:00:00,Random House for Young Readers
8048,Bill Buzz,0679801154,9780679801153,eng,32,1989-10-14T00:00:00,Random House for Young Readers
8051,Gary Grizzle,0679801251,9780679801252,eng,32,1989-10-14T00:00:00,Random House for Young Readers
8053,Charlie Oink,067980126X,9780679801269,eng,32,1989-10-14T00:00:00,Random House  for Young Readers
8060,Madame Je-Sais-Tout,2010189140,9782010189142,fre,36,1997-05-31T00:00:00,Hachette
8062,The Poppy Seed Cakes,0385074573,9780385074575,eng,158,1964-10-01T00:00:00,Doubleday Books
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),0689707495,9780689707490,eng,32,1982-04-01T00:00:00,Atheneum Books for Young Readers
8074,The Wind Thief,0689305648,9780689305641,eng,32,1977-01-01T00:00:00,Atheneum Books
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,1595191356,9781595191359,eng,32,1991-10-30T00:00:00,Live Oak Media
8084,Beauty,0060753102,9780060753108,eng,325,2005-07-26T00:00:00,HarperCollins
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),0142302333,9780142302330,eng,1008,2002-09-16T00:00:00,Puffin
8087,Deerskin,0441012396,9780441012398,en-US,384,2005-05-01T00:00:00,Ace Books
8088,Sunshine,0515138819,9780515138818,eng,405,2004-11-30T00:00:00,Jove
8089,Rose Daughter,0441005837,9780441005833,eng,304,1998-12-01T00:00:00,Ace
8091,The Door in the Hedge,0698119606,9780698119604,eng,224,2003-10-13T00:00:00,Firebird
8093,The Stone Fey,0152000178,9780152000172,eng,64,1998-09-01T00:00:00,HMH Books for Young Readers
8127,Anne of Green Gables (Anne of Green Gables  #1),0451528824,9780451528827,eng,320,2003-05-06T00:00:00,Signet Book
8134,Anne of Green Gables,1419326961,9781419326967,en-US,9,2005-01-01T00:00:00,Recorded Books  Inc.
8137,The Road to Yesterday (Anne of Green Gables  #9),0553560689,9780553560688,eng,403,1993-02-01T00:00:00,Bantam Books
8141,Anne of Avonlea,0448400634,9780448400631,eng,315,1990-11-01T00:00:00,Grosset & Dunlap
8146,The Stories of Vladimir Nabokov,0679729976,9780679729976,eng,685,1996-12-09T00:00:00,Vintage
8147,The Gift,0141185872,9780141185873,eng,406,2001-04-05T00:00:00,Penguin Books
8148,Lectures on Literature,0156027755,9780156027755,eng,385,2002-12-16T00:00:00,Mariner Books
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,1883011183,9781883011185,eng,734,1996-10-01T00:00:00,Library of America
8150,The American Years,0691024715,9780691024714,eng,800,1993-01-31T00:00:00,Princeton University Press
8151,Laughter in the Dark,0811216748,9780811216746,eng,292,2006-09-17T00:00:00,New Directions
8153,The Luzhin Defense,0679727221,9780679727224,eng,256,1990-08-11T00:00:00,Vintage
8155,A Woman of Substance (Emma Harte Saga #1),031235326X,9780312353261,eng,928,2005-12-01T00:00:00,Griffin
8162,The Ravenscar Dynasty (Ravenscar  #1),0312354606,9780312354602,en-US,484,2006-12-26T00:00:00,St. Martin's Press
8174,Dark Birthright,097216748X,9780972167482,eng,429,2006-10-01T00:00:00,Treat Enterprises
8178,Birthright (Diablo: The Sin War  #1),0743471229,9780743471220,eng,326,2006-10-01T00:00:00,Pocket Star
8196,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,0060278420,9780060278427,eng,80,1998-10-13T00:00:00,HarperCollins
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),1400307848,9781400307845,eng,113,2006-05-10T00:00:00,Tommy Nelson
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),1400307856,9781400307852,eng,116,2006-05-10T00:00:00,Tommy Nelson
8200,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,0060724919,9780060724917,eng,352,2006-02-07T00:00:00,HarperCollins
8202,Laura Ingalls Wilder: A Biography,0060885521,9780060885526,eng,256,2007-01-02T00:00:00,HarperCollins
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),0064400816,9780064400817,eng,124,1976-10-20T00:00:00,Harper & Row
8204,The Laura Ingalls Wilder Country Cookbook,0064461963,9780064461962,eng,160,1997-10-01T00:00:00,HarperCollins Publishers
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),1400307864,9781400307869,eng,128,2006-05-08T00:00:00,Thomas Nelson
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,140008279X,9781400082797,en-US,276,2006-06-27T00:00:00,Harmony
8213,The Erotic Phenomenon,0226505367,9780226505367,eng,248,2006-11-15T00:00:00,University of Chicago Press
8214,The Phenomenon of Life: Toward a Philosophical Biology,0810117495,9780810117495,eng,304,2001-02-28T00:00:00,Northwestern University Press
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),0064407144,9780064407144,eng,321,2001-05-08T00:00:00,HarperTrophy
8221,Laura: The Life of Laura Ingalls Wilder,0380016362,9780380016365,en-GB,241,1977-05-01T00:00:00,Avon
8227,Winter Days in the Big Woods,0064433730,9780064433730,eng,32,1995-09-15T00:00:00,HarperCollins
8228,The First Four Years (Little House  #9),0060565098,9780060565091,eng,3,2006-06-13T00:00:00,HarperFestival
8230,Winter on the Farm,006440692X,9780064406925,eng,32,1997-09-06T00:00:00,Winter on the Farm (My First Little House)
8233,Summertime in the Big Woods,0064434974,9780064434973,eng,40,2000-02-02T00:00:00,HarperCollins
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,0064409902,9780064409902,eng,176,2004-06-01T00:00:00,Harper Trophy
8246,Laura Ingalls Wilder's Fairy Poems,0385325339,9780385325332,eng,39,1998-10-13T00:00:00,Doubleday Books for Young Readers
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,1558491228,9781558491229,eng,304,1997-11-21T00:00:00,University of Massachusetts Press
8249,These Happy Golden Years (Little House  #8),006056508X,9780060565084,eng,7,2006-03-28T00:00:00,HarperFestival
8252,Farmer Boy (Little House  #2),0060885386,9780060885380,eng,357,2007-01-01T00:00:00,HarperTrophy
8253,Little Town on the Prairie  (Little House  #7),0060885432,9780060885434,eng,374,2007-01-01T00:00:00,HarperTrophy
8254,Christmas Stories (Little House Chapter Books: Laura  #10),0064420817,9780064420815,eng,80,1999-10-06T00:00:00,HarperCollins
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,0064462048,9780064462044,eng,64,1998-03-21T00:00:00,HarperCollins
8256,Christmas in the Big Woods,0064434877,9780064434874,eng,32,1997-09-20T00:00:00,HarperCollins
8282,The Long Winter (Little House  #6),0060885424,9780060885427,eng,422,2007-01-01T00:00:00,HarperTrophy
8285,A Little House Birthday,006443494X,9780064434942,eng,40,1998-09-05T00:00:00,HarperCollins
8290,The Deer in the Wood,0064434982,9780064434980,eng,32,1999-01-16T00:00:00,HarperCollins
8296,The First Four Years  (Little House  #9),0060885459,9780060885458,eng,126,2007-01-02T00:00:00,HarperTrophy
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,0064460908,9780064460903,eng,256,1989-09-07T00:00:00,HarperCollins
8322,Little House on the Prairie (Little House  #3),0060885394,9780060885397,eng,309,2007-01-01T00:00:00,HarperTrophy
8335,Let the Hurricane Roar,0064401588,9780064401586,en-US,118,1985-10-01T00:00:00,HarperTrophy
8337,Little House in the Big Woods (Little House  #1),0060885378,9780060885373,eng,198,2007-01-01T00:00:00,HarperTrophy
8359,Flowers (Eyewitness Explorers),0789422131,9780789422132,eng,64,1997-09-15T00:00:00,Dorling Kindersley Children
8362,Animal: The Definitive Visual Guide to the World's Wildlife,0756616344,9780756616342,eng,624,2005-09-19T00:00:00,DK
8370,The Making Of Disney's Animal Kingdom Theme Park,0786864028,9780786864027,eng,192,1998-05-01T00:00:00,Disney Enterprises
8373,El Reino Animal,9707705736,9789707705739,spa,256,2006-07-01T00:00:00,Alfaguara
8417,Tree (Eyewitness Books),0789458209,9780789458209,eng,64,2000-06-14T00:00:00,DK Children
8428,Insects & Spiders,0783548818,9780783548814,eng,64,1999-05-24T00:00:00,Time Life Medical
8486,The Prophet of Yonwood,0375875263,9780375875267,eng,289,2006-04-01T00:00:00,Random House Books for Young Readers
8489,Muhammad: A Prophet for Our Time,0060598972,9780060598976,eng,256,2006-10-17T00:00:00,Eminent Lives
8492,Prophet,1581345267,9781581345261,en-US,416,2004-03-11T00:00:00,Crossway Books
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),0922729360,9780922729364,en-GB,100,2017-09-21T00:00:00,Summit University Press
8495,Hailstones and Halibut Bones,0385410786,9780385410786,en-US,64,1990-04-01T00:00:00,Doubleday Books for Young Readers
8499,The Second Sex,1857151372,9781857151374,eng,848,1993-03-18T00:00:00,Everyman's Library
8500,The Second Sex,009974421X,9780099744214,eng,880,1997-08-07T00:00:00,Vintage Classics
8501,The Church and the Second Sex,0807011010,9780807011010,eng,231,1986-01-03T00:00:00,Beacon Press
8506,Thomas Jefferson (Oxford Portraits),0195181301,9780195181302,eng,253,2005-09-15T00:00:00,Oxford University Press  USA
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,1557091846,9781557091840,eng,103,2006-08-01T00:00:00,Applewood Books
8510,Who Was Thomas Jefferson?,0448431459,9780448431451,eng,103,2003-07-28T00:00:00,Penguin Workshop
8515,The Man Who Listens to Horses,034542705X,9780345427052,en-US,352,1998-11-28T00:00:00,Ballantine Books
8520,Under Orders (Sid Halley  #4),0399154000,9780399154003,eng,308,2006-10-01T00:00:00,Putnam Publishing Group
8522,For Kicks,0425194981,9780425194980,eng,292,2004-02-03T00:00:00,G.P. Putnam's Sons
8523,Forfeit,0425201910,9780425201916,eng,256,2005-04-05T00:00:00,G.P. Putnam's Sons
8525,Dead Cert,0425194973,9780425194973,eng,277,2004-01-06T00:00:00,G.P. Putnam's Sons
8528,Rat Race,0425210766,9780425210765,eng,304,2006-07-05T00:00:00,G.P. Putnam's Sons
8529,Reflex,0425206955,9780425206959,eng,304,2005-10-04T00:00:00,G.P. Putnam's Sons
8532,Decider,042519938X,9780425199381,eng,341,2004-12-07T00:00:00,G.P. Putnam's Sons
8533,Slay Ride,0425196739,9780425196731,en-US,288,2004-04-06T00:00:00,G.P. Putnam's Sons
8536,Bonecrack,0425208850,9780425208854,eng,304,2006-06-06T00:00:00,G.P. Putnam's Sons
8537,Nerve,0515123463,9780515123463,eng,320,1998-09-01T00:00:00,Jove
8538,Break In (Kit Fielding  #1),0425199932,9780425199930,eng,320,2005-01-04T00:00:00,G.P. Putnam's Sons
8540,Blood Sport,0425199169,9780425199169,eng,288,2004-11-02T00:00:00,G.P. Putnam's Sons
8541,Straight,042520846X,9780425208465,eng,320,2006-02-07T00:00:00,G.P. Putnam's Sons
8542,10 lb Penalty,042519745X,9780425197455,eng,320,2004-08-03T00:00:00,G.P. Putnam's Sons
8544,Trial Run,0425199835,9780425199831,eng,272,2004-09-07T00:00:00,G.P. Putnam's Sons
8545,Wild Horses,0425196747,9780425196748,eng,352,2004-05-04T00:00:00,G.P. Putnam's Sons
8546,Field of Thirteen,042519499X,9780425194997,eng,304,2004-03-02T00:00:00,G.P. Putnam's Sons
8548,Driving Force,0449221393,9780449221396,eng,384,1993-12-29T00:00:00,Fawcett Books
8551,Flying Finish,0515125601,9780515125603,eng,276,1999-08-01T00:00:00,Jove
8552,Bolt (Kit Fielding  #2),0425202887,9780425202883,eng,288,2005-05-03T00:00:00,G.P. Putnam's Sons
8557,Come to Grief (Sid Halley  #3),0425207188,9780425207185,eng,384,2005-12-06T00:00:00,G.P. Putnam's Sons
8559,Enquiry,0425197050,9780425197059,en-US,272,2004-07-06T00:00:00,G.P. Putnam's Sons
8568,Odds Against (Sid Halley  #1),0425198006,9780425198001,eng,288,2005-02-01T00:00:00,G.P. Putnam's Sons
8572,Banker,0718132386,9780718132385,eng,288,2000-10-03T00:00:00,Michael Joseph
8574,Whip Hand (Sid Halley  #2),0425203549,9780425203545,eng,304,2005-06-07T00:00:00,G.P. Putnam's Sons
8581,A Jockey's Life: The Biography of Lester Piggott,0449213307,9780449213308,eng,468,1987-07-12T00:00:00,Fawcett
8582,The Dick Francis Treasury of Great Racing Stories,0449220494,9780449220498,eng,221,1992-03-22T00:00:00,Fawcett
8583,Come to Grief / Decider / Wild Horses,0399143068,9780399143069,eng,707,1997-11-10T00:00:00,Putnam Adult
8586,Odds Against,0515125512,9780515125511,eng,277,2000-04-01T00:00:00,Jove
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,0399244913,9780399244919,eng,32,2006-07-25T00:00:00,G.P. Putnam's Sons Books for Young Readers
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,1861979339,9781861979339,eng,214,2005-10-24T00:00:00,Profile Books
8614,The Spice and Herb Bible,0778801462,9780778801467,eng,606,2006-09-14T00:00:00,Robert Rose
8627,Master and Commander (Aubrey/Maturin   #1),0393325172,9780393325171,en-US,459,2003-10-17T00:00:00,W. W. Norton  Company
8628,The Making of Master and Commander: The Far Side of the World,0393325539,9780393325539,eng,168,2003-10-17T00:00:00,W. W. Norton  Company
8630,The Ionian Mission (Aubrey/Maturin  #8),0786177837,9780786177837,eng,10,2005-10-01T00:00:00,Blackstone Audiobooks
8632,Her Master and Commander (Just Ask Reeves  #1),0060584084,9780060584085,eng,372,2006-02-28T00:00:00,Avon
8643,Strange Sounds: Music  Technology & Culture,0415936845,9780415936842,eng,278,2001-10-14T00:00:00,Routledge
8645,Stanley Park,1582432902,9781582432908,eng,436,2003-09-25T00:00:00,Counterpoint LLC
8646,Crow Lake,0385337639,9780385337632,eng,324,2003-01-13T00:00:00,Dial Press Trade Paperback
8648,Xenocide (Ender's Saga  #3),0312861877,9780312861872,eng,592,1996-07-15T00:00:00,Tor Books
8656,The Life of Sir Arthur Conan Doyle,0786712341,9780786712342,eng,320,2003-11-11T00:00:00,Da Capo Press
8660,The Lost World (TV Tie-in),0142002720,9780142002728,eng,224,2002-09-03T00:00:00,Penguin Books
8661,Las aventuras de Sherlock Holmes,8497643658,9788497643658,eng,192,2005-04-01T00:00:00,Edimat Libros
8675,Wild Ducks Flying Backward,0553383531,9780553383539,eng,272,2006-08-29T00:00:00,Bantam
8676,Unlimited Power: The New Science Of Personal Achievement,0684845776,9780684845777,eng,448,1997-12-22T00:00:00,Free Press
8677,Robbins and Cotran Review of Pathology,0721601944,9780721601946,en-US,432,2004-11-12T00:00:00,Saunders
8680,Fierce Invalids Home from Hot Climates,055337933X,9780553379334,en-US,445,2001-05-29T00:00:00,Bantam
8682,Jitterbug Perfume,1842430351,9781842430354,eng,342,2001-04-09T00:00:00,No Exit Press
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),0345418905,9780345418906,eng,224,2005-04-26T00:00:00,Del Rey
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),0330491237,9780330491235,eng,167,2002-03-08T00:00:00,Picador USA
8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),0739332074,9780739332078,eng,6,2006-06-01T00:00:00,Random House Audio Publishing Group
8704,Starship Titanic,2290053651,9782290053652,fre,189,2001-11-30T00:00:00,J'ai Lu
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),0330491199,9780330491198,eng,180,2002-03-08T00:00:00,Picador USA
8710,The Illustrated Hitchhiker's Guide To The Galaxy,0517599244,9780517599242,eng,96,1994-10-11T00:00:00,Harmony
8712,Margaret Atwood: The Handmaid's Tale,2864603497,9782864603498,fre,108,1998-11-01T00:00:00,Klincksieck
8713,Point to Point Navigation,0385517211,9780385517218,eng,277,2006-11-07T00:00:00,Doubleday Books
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,1594865671,9781594865671,eng,328,2006-05-24T00:00:00,Rodale Books
8715,Palimpsest,0140260897,9780140260892,en-US,448,1996-09-01T00:00:00,Penguin Books
8716,Lincoln,0375708766,9780375708763,eng,672,2000-02-15T00:00:00,Vintage
8722,Burr,0375708731,9780375708732,eng,430,2000-02-15T00:00:00,Vintage
8725,Comfort Me with Apples: More Adventures at the Table,0375758739,9780375758737,eng,302,2002-04-09T00:00:00,Random House Trade
8726,Comfort Me With Apples,0965193772,9780965193771,eng,299,2001-01-01T00:00:00,Random house
8737,The Last Temptation of Christ,068485256X,9780684852560,eng,506,1998-03-01T00:00:00,Simon  Schuster
8738,Her Last Temptation,0373692285,9780373692286,eng,207,2005-05-31T00:00:00,Harlequin Temptation
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),0312936915,9780312936914,eng,496,2005-03-01T00:00:00,St. Martin's Paperbacks
8742,The Last Temptation,0571178561,9780571178568,eng,589,1995-11-10T00:00:00,Faber  Faber
8744,Desert Dawn,1844080080,9781844080083,en-GB,240,2004-06-01T00:00:00,Virago UK
8745,Desert Flower,0688172377,9780688172374,eng,240,2011-03-15T00:00:00,William Morrow Paperbacks
8746,Desert Children,1844082520,9781844082520,en-US,240,2005-11-01T00:00:00,Virago UK
